timestamp,symbol,interval,data_bars,live_net_pct,live_pf,live_trades,live_max_dd,oos_net_pct,oos_pf,oos_trades,accepted,params
2026-06-09 16:58,BTCUSDT,15m,5000,-17.33,0.365,91,-1733.47,1.41,1.239,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-09 20:44,BTCUSDT,15m,5000,-6.98,0.661,64,-1210.19,2.58,1.428,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-10 00:55,BTCUSDT,15m,5000,-6.98,0.661,64,-1210.23,2.58,1.428,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-10 05:36,BTCUSDT,15m,5000,-6.97,0.661,64,-1210.24,2.58,1.427,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-10 09:18,BTCUSDT,15m,5000,-7.06,0.659,64,-1209.19,3.26,1.671,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
2026-06-10 13:15,BTCUSDT,15m,5000,-6.34,0.684,63,-1218.5,2.21,1.368,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-10 17:09,BTCUSDT,15m,5000,-6.37,0.684,63,-1218.4,2.18,1.367,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-10 20:57,BTCUSDT,15m,5000,-6.95,0.664,63,-1219.27,2.14,1.349,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-11 00:55,BTCUSDT,15m,5000,-6.95,0.664,63,-1219.27,3.39,1.682,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-11 05:39,BTCUSDT,15m,5000,-6.98,0.664,63,-1219.27,2.68,1.484,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-11 09:34,BTCUSDT,15m,5000,-6.98,0.664,63,-1219.27,2.7,1.488,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-11 13:24,BTCUSDT,15m,5000,-7.01,0.662,64,-1219.27,2.7,1.481,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-11 17:18,BTCUSDT,15m,5000,-7.01,0.662,64,-1219.31,3.07,1.58,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-11 20:52,BTCUSDT,15m,5000,-7.0,0.662,64,-1219.39,3.07,1.581,17,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-12 00:58,BTCUSDT,15m,5000,-7.02,0.662,64,-1219.18,3.34,1.664,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-12 05:38,BTCUSDT,15m,5000,-7.2,0.656,64,-1216.85,4.41,2.139,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
2026-06-12 09:29,BTCUSDT,15m,5000,-7.45,0.647,64,-1213.49,3.37,1.669,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-12 13:14,BTCUSDT,15m,5000,-6.85,0.677,64,-1221.34,3.26,1.647,16,True,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-12 17:03,BTCUSDT,15m,5000,-6.15,0.702,63,-1230.58,3.85,1.898,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-12 20:47,BTCUSDT,15m,5000,-6.06,0.707,63,-1231.77,3.85,1.898,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-13 00:57,BTCUSDT,15m,5000,-7.72,0.619,63,-1209.97,3.85,1.898,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-13 05:35,BTCUSDT,15m,5000,-8.06,0.602,63,-1209.63,4.13,2.068,13,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
2026-06-13 09:08,BTCUSDT,15m,5000,-8.08,0.601,63,-1211.02,3.86,1.899,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 20, ""chand_len"": 22}"
2026-06-13 12:41,BTCUSDT,15m,5000,-8.06,0.603,62,-1205.63,4.09,2.069,13,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
2026-06-13 16:34,BTCUSDT,15m,5000,-7.97,0.606,63,-1207.19,4.21,2.089,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
2026-06-13 20:31,BTCUSDT,15m,5000,-8.58,0.587,63,-1265.85,4.1,2.036,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
2026-06-14 00:57,BTCUSDT,15m,5000,-8.11,0.602,63,-1189.85,4.07,2.011,14,False,"{""er_thresh"": 0.35, ""atr_mult"": 3.5, ""don_len"": 30, ""chand_len"": 22}"
